lat,lon,alt
47.3843622,8.5451944,466.64
47.3843622,8.5451944,466.64
47.3843622,8.5451944,466.64
47.3843618,8.5451942,466.742
47.3843618,8.5451942,466.742
47.3843618,8.5451942,466.742
47.3843618,8.5451942,466.742
47.3843618,8.5451942,466.742
47.3843618,8.5451942,466.742
47.3843632,8.5451955,466.524
47.3843632,8.5451955,466.524
47.3843632,8.5451955,466.524
47.3843632,8.5451955,466.524
47.3843632,8.5451955,466.524
47.3843632,8.5451955,466.524
47.384363,8.5451954,466.561
47.384363,8.5451954,466.561
47.384363,8.5451954,466.561
47.384363,8.5451954,466.561
47.384363,8.5451954,466.561
47.384363,8.5451954,466.561
47.3843626,8.5451957,466.728
47.3843626,8.5451957,466.728
47.3843626,8.5451957,466.728
47.3843626,8.5451957,466.728
47.3843626,8.5451957,466.728
47.3843626,8.5451957,466.728
47.3843626,8.5451955,466.691
47.3843626,8.5451955,466.691
47.3843626,8.5451955,466.691
47.3843626,8.5451955,466.691
47.3843626,8.5451955,466.691
47.3843626,8.5451955,466.691
47.3843626,8.5451949,466.695
47.3843626,8.5451949,466.695
47.3843626,8.5451949,466.695
47.3843626,8.5451949,466.695
47.3843626,8.5451949,466.695
47.3843626,8.5451949,466.695
47.3843628,8.5451942,466.748
47.3843628,8.5451942,466.748
47.3843628,8.5451942,466.748
47.3843628,8.5451942,466.748
47.3843628,8.5451942,466.748
47.3843628,8.5451942,466.748
47.3843628,8.5451934,466.734
47.3843628,8.5451934,466.734
47.3843628,8.5451934,466.734
47.3843628,8.5451934,466.734
47.3843628,8.5451934,466.734
47.3843628,8.5451934,466.734
47.384362,8.5451927,466.891
47.384362,8.5451927,466.891
47.384362,8.5451927,466.891
47.384362,8.5451927,466.891
47.384362,8.5451927,466.891
47.384362,8.5451927,466.891
47.3843624,8.5451925,466.766
47.3843624,8.5451925,466.766
47.3843624,8.5451925,466.766
47.3843624,8.5451925,466.766
47.3843624,8.5451925,466.766
47.3843624,8.5451925,466.766
47.3843622,8.5451917,466.789
47.3843622,8.5451917,466.789
47.3843622,8.5451917,466.789
47.3843622,8.5451917,466.789
47.3843622,8.5451917,466.789
47.3843622,8.5451917,466.789
47.3843616,8.5451908,466.795
47.3843616,8.5451908,466.795
47.3843616,8.5451908,466.795
47.3843616,8.5451908,466.795
47.3843616,8.5451908,466.795
47.3843616,8.5451908,466.795
47.3843612,8.5451906,466.75
47.3843612,8.5451906,466.75
47.3843612,8.5451906,466.75
47.3843612,8.5451906,466.75
47.3843612,8.5451906,466.75
47.3843612,8.5451906,466.75
47.384361,8.5451905,466.749
47.384361,8.5451905,466.749
47.384361,8.5451905,466.749
47.384361,8.5451905,466.749
47.384361,8.5451905,466.749
47.384361,8.5451905,466.749
47.3843603,8.5451897,466.809
47.3843603,8.5451897,466.809
47.3843603,8.5451897,466.809
47.3843603,8.5451897,466.809
47.3843603,8.5451897,466.809
47.3843603,8.5451897,466.809
47.3843595,8.5451878,466.886
47.3843595,8.5451878,466.886
47.3843595,8.5451878,466.886
47.3843595,8.5451878,466.886
47.3843595,8.5451878,466.886
47.3843595,8.5451878,466.886
47.3843588,8.5451868,466.871
47.3843588,8.5451868,466.871
47.3843588,8.5451868,466.871
47.3843588,8.5451868,466.871
47.3843588,8.5451868,466.871
47.3843588,8.5451868,466.871
47.3843582,8.5451855,466.856
47.3843582,8.5451855,466.856
47.3843582,8.5451855,466.856
47.3843582,8.5451855,466.856
47.3843582,8.5451855,466.856
47.3843582,8.5451855,466.856
47.3843587,8.5451869,466.716
47.3843587,8.5451869,466.716
47.3843587,8.5451869,466.716
47.3843587,8.5451869,466.716
47.3843587,8.5451869,466.716
47.3843587,8.5451869,466.716
47.3843596,8.5451892,466.643
47.3843596,8.5451892,466.643
47.3843596,8.5451892,466.643
47.3843596,8.5451892,466.643
47.3843596,8.5451892,466.643
47.3843596,8.5451892,466.643
47.3843598,8.5451903,466.547
47.3843598,8.5451903,466.547
47.3843598,8.5451903,466.547
47.3843598,8.5451903,466.547
47.3843598,8.5451903,466.547
47.3843598,8.5451903,466.547
47.3843605,8.5451915,466.709
47.3843605,8.5451915,466.709
47.3843605,8.5451915,466.709
47.3843605,8.5451915,466.709
47.3843605,8.5451915,466.709
47.3843605,8.5451915,466.709
47.3843604,8.5451904,466.784
47.3843604,8.5451904,466.784
47.3843604,8.5451904,466.784
47.3843604,8.5451904,466.784
47.3843604,8.5451904,466.784
47.3843604,8.5451904,466.784
47.3843611,8.5451905,466.686
47.3843611,8.5451905,466.686
47.3843611,8.5451905,466.686
47.3843611,8.5451905,466.686
47.3843611,8.5451905,466.686
47.3843611,8.5451905,466.686
47.3843605,8.5451884,466.673
47.3843605,8.5451884,466.673
47.3843605,8.5451884,466.673
47.3843605,8.5451884,466.673
47.3843605,8.5451884,466.673
47.3843605,8.5451884,466.673
47.3843597,8.5451866,466.688
47.3843597,8.5451866,466.688
47.3843597,8.5451866,466.688
47.3843597,8.5451866,466.688
47.3843597,8.5451866,466.688
47.3843597,8.5451866,466.688
47.3843589,8.545185,466.656
47.3843589,8.545185,466.656
47.3843589,8.545185,466.656
47.3843589,8.545185,466.656
47.3843589,8.545185,466.656
47.3843589,8.545185,466.656
47.3843579,8.5451825,466.648
47.3843579,8.5451825,466.648
47.3843579,8.5451825,466.648
47.3843579,8.5451825,466.648
47.3843579,8.5451825,466.648
47.3843579,8.5451825,466.648
47.3843577,8.5451816,466.561
47.3843577,8.5451816,466.561
47.3843577,8.5451816,466.561
47.3843577,8.5451816,466.561
47.3843577,8.5451816,466.561
47.3843577,8.5451816,466.561
47.3843572,8.5451802,466.425
47.3843572,8.5451802,466.425
47.3843572,8.5451802,466.425
47.3843572,8.5451802,466.425
47.3843572,8.5451802,466.425
47.3843572,8.5451802,466.425
47.3843568,8.5451792,466.451
47.3843568,8.5451792,466.451
47.3843568,8.5451792,466.451
47.3843568,8.5451792,466.451
47.3843568,8.5451792,466.451
47.3843568,8.5451792,466.451
47.3843569,8.5451792,466.379
47.3843569,8.5451792,466.379
47.3843569,8.5451792,466.379
47.3843569,8.5451792,466.379
47.3843569,8.5451792,466.379
47.3843569,8.5451792,466.379
47.3843568,8.5451788,466.331
47.3843568,8.5451788,466.331
47.3843568,8.5451788,466.331
47.3843568,8.5451788,466.331
47.3843568,8.5451788,466.331
47.3843568,8.5451788,466.331
47.3843565,8.5451782,466.253
47.3843565,8.5451782,466.253
47.3843565,8.5451782,466.253
47.3843565,8.5451782,466.253
47.3843565,8.5451782,466.253
47.3843565,8.5451782,466.253
47.3843559,8.5451768,466.343
47.3843559,8.5451768,466.343
47.3843559,8.5451768,466.343
47.3843559,8.5451768,466.343
47.3843559,8.5451768,466.343
47.3843559,8.5451768,466.343
47.3843559,8.5451772,466.353
47.3843559,8.5451772,466.353
47.3843559,8.5451772,466.353
47.3843559,8.5451772,466.353
47.3843559,8.5451772,466.353
47.3843559,8.5451772,466.353
47.3843554,8.545176,466.377
47.3843554,8.545176,466.377
47.3843554,8.545176,466.377
47.3843554,8.545176,466.377
47.3843554,8.545176,466.377
47.3843554,8.545176,466.377
47.3843551,8.5451745,466.313
47.3843551,8.5451745,466.313
47.3843551,8.5451745,466.313
47.3843551,8.5451745,466.313
47.3843551,8.5451745,466.313
47.3843551,8.5451745,466.313
47.384354,8.5451714,466.343
47.384354,8.5451714,466.343
47.384354,8.5451714,466.343
47.384354,8.5451714,466.343
47.384354,8.5451714,466.343
47.384354,8.5451714,466.343
47.3843541,8.5451708,466.208
47.3843541,8.5451708,466.208
47.3843541,8.5451708,466.208
47.3843541,8.5451708,466.208
47.3843541,8.5451708,466.208
47.3843541,8.5451708,466.208
47.3843545,8.5451701,466.149
47.3843545,8.5451701,466.149
47.3843545,8.5451701,466.149
47.3843545,8.5451701,466.149
47.3843545,8.5451701,466.149
47.3843545,8.5451701,466.149
47.3843546,8.5451691,466.185
47.3843546,8.5451691,466.185
47.3843546,8.5451691,466.185
47.3843546,8.5451691,466.185
47.3843546,8.5451691,466.185
47.3843546,8.5451691,466.185
47.384355,8.5451688,466.219
47.384355,8.5451688,466.219
47.384355,8.5451688,466.219
47.384355,8.5451688,466.219
47.384355,8.5451688,466.219
47.384355,8.5451688,466.219
47.3843552,8.5451686,466.241
47.3843552,8.5451686,466.241
47.3843552,8.5451686,466.241
47.3843552,8.5451686,466.241
47.3843552,8.5451686,466.241
47.3843552,8.5451686,466.241
47.3843558,8.5451708,466.074
47.3843558,8.5451708,466.074
47.3843558,8.5451708,466.074
47.3843558,8.5451708,466.074
47.3843558,8.5451708,466.074
47.3843558,8.5451708,466.074
47.3843553,8.5451696,466.156
47.3843553,8.5451696,466.156
47.3843553,8.5451696,466.156
47.3843553,8.5451696,466.156
47.3843553,8.5451696,466.156
47.3843553,8.5451696,466.156
47.384354,8.5451653,466.284
47.384354,8.5451653,466.284
47.384354,8.5451653,466.284
47.384354,8.5451653,466.284
47.384354,8.5451653,466.284
47.384354,8.5451653,466.284
47.3843538,8.5451647,466.302
47.3843538,8.5451647,466.302
47.3843538,8.5451647,466.302
47.3843538,8.5451647,466.302
47.3843538,8.5451647,466.302
47.3843538,8.5451647,466.302
47.3843532,8.5451627,466.406
47.3843532,8.5451627,466.406
47.3843532,8.5451627,466.406
47.3843532,8.5451627,466.406
47.3843532,8.5451627,466.406
47.3843532,8.5451627,466.406
47.3843537,8.5451627,466.384
47.3843537,8.5451627,466.384
47.3843537,8.5451627,466.384
47.3843537,8.5451627,466.384
47.3843537,8.5451627,466.384
47.3843537,8.5451627,466.384
47.3843538,8.5451618,466.413
47.3843538,8.5451618,466.413
47.3843538,8.5451618,466.413
47.3843538,8.5451618,466.413
47.3843538,8.5451618,466.413
47.3843538,8.5451618,466.413
47.3843534,8.5451582,466.445
47.3843534,8.5451582,466.445
47.3843534,8.5451582,466.445
47.3843534,8.5451582,466.445
47.3843534,8.5451582,466.445
47.3843534,8.5451582,466.445
47.3843539,8.5451566,466.318
47.3843539,8.5451566,466.318
47.3843539,8.5451566,466.318
47.3843539,8.5451566,466.318
47.3843539,8.5451566,466.318
47.3843539,8.5451566,466.318
47.384354,8.5451548,466.293
47.384354,8.5451548,466.293
47.384354,8.5451548,466.293
47.384354,8.5451548,466.293
47.384354,8.5451548,466.293
47.384354,8.5451548,466.293
47.3843537,8.5451508,466.235
47.3843537,8.5451508,466.235
47.3843537,8.5451508,466.235
47.3843537,8.5451508,466.235
47.3843537,8.5451508,466.235
47.3843537,8.5451508,466.235
47.3843543,8.5451495,466.161
47.3843543,8.5451495,466.161
47.3843543,8.5451495,466.161
47.3843543,8.5451495,466.161
47.3843543,8.5451495,466.161
47.3843543,8.5451495,466.161
47.3843548,8.5451484,466.0
47.3843548,8.5451484,466.0
47.3843548,8.5451484,466.0
47.3843548,8.5451484,466.0
47.3843548,8.5451484,466.0
47.3843548,8.5451484,466.0
47.3843546,8.5451469,466.051
47.3843546,8.5451469,466.051
47.3843546,8.5451469,466.051
47.3843546,8.5451469,466.051
47.3843546,8.5451469,466.051
47.3843546,8.5451469,466.051
47.3843545,8.5451442,466.125
47.3843545,8.5451442,466.125
47.3843545,8.5451442,466.125
47.3843545,8.5451442,466.125
47.3843545,8.5451442,466.125
47.3843545,8.5451442,466.125
47.3843557,8.5451444,465.92
47.3843557,8.5451444,465.92
47.3843557,8.5451444,465.92
47.3843557,8.5451444,465.92
47.3843557,8.5451444,465.92
47.3843557,8.5451444,465.92
47.3843553,8.5451427,466.002
47.3843553,8.5451427,466.002
47.3843553,8.5451427,466.002
47.3843553,8.5451427,466.002
47.3843553,8.5451427,466.002
47.3843553,8.5451427,466.002
47.3843554,8.5451416,465.915
47.3843554,8.5451416,465.915
47.3843554,8.5451416,465.915
47.3843554,8.5451416,465.915
47.3843554,8.5451416,465.915
47.3843554,8.5451416,465.915
47.3843553,8.5451392,465.928
47.3843553,8.5451392,465.928
47.3843553,8.5451392,465.928
47.3843553,8.5451392,465.928
47.3843553,8.5451392,465.928
47.3843553,8.5451392,465.928
47.3843554,8.5451381,465.962
47.3843554,8.5451381,465.962
47.3843554,8.5451381,465.962
47.3843554,8.5451381,465.962
47.3843554,8.5451381,465.962
47.3843554,8.5451381,465.962
47.3843554,8.5451367,466.004
47.3843554,8.5451367,466.004
47.3843554,8.5451367,466.004
47.3843554,8.5451367,466.004
47.3843554,8.5451367,466.004
47.3843554,8.5451367,466.004
47.3843551,8.545135,466.129
47.3843551,8.545135,466.129
47.3843551,8.545135,466.129
47.3843551,8.545135,466.129
47.3843551,8.545135,466.129
47.3843551,8.545135,466.129
47.3843545,8.5451331,466.222
47.3843545,8.5451331,466.222
47.3843545,8.5451331,466.222
47.3843545,8.5451331,466.222
47.3843545,8.5451331,466.222
47.3843545,8.5451331,466.222
47.3843553,8.5451335,466.164
47.3843553,8.5451335,466.164
47.3843553,8.5451335,466.164
47.3843553,8.5451335,466.164
47.3843553,8.5451335,466.164
47.3843553,8.5451335,466.164
47.3843557,8.5451331,466.118
47.3843557,8.5451331,466.118
47.3843557,8.5451331,466.118
47.3843557,8.5451331,466.118
47.3843557,8.5451331,466.118
47.3843557,8.5451331,466.118
47.3843556,8.5451316,466.226
47.3843556,8.5451316,466.226
47.3843556,8.5451316,466.226
47.3843556,8.5451316,466.226
47.3843556,8.5451316,466.226
47.3843556,8.5451316,466.226
47.3843559,8.5451312,466.245
47.3843559,8.5451312,466.245
47.3843559,8.5451312,466.245
47.3843559,8.5451312,466.245
47.3843559,8.5451312,466.245
47.3843559,8.5451312,466.245
47.3843563,8.5451311,466.273
47.3843563,8.5451311,466.273
47.3843563,8.5451311,466.273
47.3843563,8.5451311,466.273
47.3843563,8.5451311,466.273
47.3843563,8.5451311,466.273
47.3843564,8.5451304,466.32
47.3843564,8.5451304,466.32
47.3843564,8.5451304,466.32
47.3843564,8.5451304,466.32
47.3843564,8.5451304,466.32
47.3843564,8.5451304,466.32
47.384356,8.5451296,466.41
47.384356,8.5451296,466.41
47.384356,8.5451296,466.41
47.384356,8.5451296,466.41
47.384356,8.5451296,466.41
47.384356,8.5451296,466.41
47.3843564,8.5451301,466.391
47.3843564,8.5451301,466.391
47.3843564,8.5451301,466.391
47.3843564,8.5451301,466.391
47.3843564,8.5451301,466.391
47.3843564,8.5451301,466.391
47.3843566,8.5451299,466.475
47.3843566,8.5451299,466.475
47.3843566,8.5451299,466.475
47.3843566,8.5451299,466.475
47.3843566,8.5451299,466.475
47.3843566,8.5451299,466.475
47.3843561,8.5451284,466.546
47.3843561,8.5451284,466.546
47.3843561,8.5451284,466.546
47.3843561,8.5451284,466.546
47.3843561,8.5451284,466.546
47.3843561,8.5451284,466.546
47.3843559,8.545127,466.613
47.3843559,8.545127,466.613
47.3843559,8.545127,466.613
47.3843559,8.545127,466.613
47.3843559,8.545127,466.613
47.3843559,8.545127,466.613
47.3843563,8.5451268,466.709
47.3843563,8.5451268,466.709
47.3843563,8.5451268,466.709
47.3843563,8.5451268,466.709
47.3843563,8.5451268,466.709
47.3843563,8.5451268,466.709
47.3843566,8.5451268,466.689
47.3843566,8.5451268,466.689
47.3843566,8.5451268,466.689
47.3843566,8.5451268,466.689
47.3843566,8.5451268,466.689
47.3843566,8.5451268,466.689
47.3843566,8.545127,466.787
47.3843566,8.545127,466.787
47.3843566,8.545127,466.787
47.3843566,8.545127,466.787
47.3843566,8.545127,466.787
47.3843566,8.545127,466.787
47.3843565,8.545127,466.835
47.3843565,8.545127,466.835
47.3843565,8.545127,466.835
47.3843565,8.545127,466.835
47.3843565,8.545127,466.835
47.3843565,8.545127,466.835
47.3843562,8.5451265,466.894
47.3843562,8.5451265,466.894
47.3843562,8.5451265,466.894
47.3843562,8.5451265,466.894
47.3843562,8.5451265,466.894
47.3843562,8.5451265,466.894
47.384356,8.5451272,466.953
47.384356,8.5451272,466.953
47.384356,8.5451272,466.953
47.384356,8.5451272,466.953
47.384356,8.5451272,466.953
47.384356,8.5451272,466.953
47.384355,8.5451264,467.088
47.384355,8.5451264,467.088
47.384355,8.5451264,467.088
47.384355,8.5451264,467.088
47.384355,8.5451264,467.088
47.384355,8.5451264,467.088
47.3843541,8.5451255,467.161
47.3843541,8.5451255,467.161
47.3843541,8.5451255,467.161
47.3843541,8.5451255,467.161
47.3843541,8.5451255,467.161
47.3843541,8.5451255,467.161
47.3843533,8.5451249,467.261
47.3843533,8.5451249,467.261
47.3843533,8.5451249,467.261
47.3843533,8.5451249,467.261
47.3843533,8.5451249,467.261
47.3843533,8.5451249,467.261
47.3843524,8.5451234,467.328
47.3843524,8.5451234,467.328
47.3843524,8.5451234,467.328
47.3843524,8.5451234,467.328
47.3843524,8.5451234,467.328
47.3843524,8.5451234,467.328
47.3843517,8.5451225,467.397
47.3843517,8.5451225,467.397
47.3843517,8.5451225,467.397
47.3843517,8.5451225,467.397
47.3843517,8.5451225,467.397
47.3843517,8.5451225,467.397
47.3843506,8.5451204,467.472
47.3843506,8.5451204,467.472
47.3843506,8.5451204,467.472
47.3843506,8.5451204,467.472
47.3843506,8.5451204,467.472
47.3843506,8.5451204,467.472
47.38435,8.5451189,467.6
47.38435,8.5451189,467.6
47.38435,8.5451189,467.6
47.38435,8.5451189,467.6
47.38435,8.5451189,467.6
47.38435,8.5451189,467.6
47.3843493,8.5451175,467.684
47.3843493,8.5451175,467.684
47.3843493,8.5451175,467.684
47.3843493,8.5451175,467.684
47.3843493,8.5451175,467.684
47.3843493,8.5451175,467.684
47.3843487,8.5451153,467.791
47.3843487,8.5451153,467.791
47.3843487,8.5451153,467.791
47.3843487,8.5451153,467.791
47.3843487,8.5451153,467.791
47.3843487,8.5451153,467.791
47.384348,8.5451124,467.916
47.384348,8.5451124,467.916
47.384348,8.5451124,467.916
47.384348,8.5451124,467.916
47.384348,8.5451124,467.916
47.384348,8.5451124,467.916
47.3843474,8.5451095,467.992
47.3843474,8.5451095,467.992
47.3843474,8.5451095,467.992
47.3843474,8.5451095,467.992
47.3843474,8.5451095,467.992
47.3843474,8.5451095,467.992
47.3843475,8.545108,468.01
47.3843475,8.545108,468.01
47.3843475,8.545108,468.01
47.3843475,8.545108,468.01
47.3843475,8.545108,468.01
47.3843475,8.545108,468.01
47.3843476,8.545106,468.118
47.3843476,8.545106,468.118
47.3843476,8.545106,468.118
47.3843476,8.545106,468.118
47.3843476,8.545106,468.118
47.3843476,8.545106,468.118
47.3843476,8.5451044,468.055
47.3843476,8.5451044,468.055
47.3843476,8.5451044,468.055
47.3843476,8.5451044,468.055
47.3843476,8.5451044,468.055
47.3843476,8.5451044,468.055
47.3843468,8.5451017,468.154
47.3843468,8.5451017,468.154
47.3843468,8.5451017,468.154
47.3843468,8.5451017,468.154
47.3843468,8.5451017,468.154
47.3843468,8.5451017,468.154
47.3843464,8.5450991,468.136
47.3843464,8.5450991,468.136
47.3843464,8.5450991,468.136
47.3843464,8.5450991,468.136
47.3843464,8.5450991,468.136
47.3843464,8.5450991,468.136
47.3843455,8.5450965,468.248
47.3843455,8.5450965,468.248
47.3843455,8.5450965,468.248
47.3843455,8.5450965,468.248
47.3843455,8.5450965,468.248
47.3843455,8.5450965,468.248
47.3843441,8.5450927,468.385
47.3843441,8.5450927,468.385
47.3843441,8.5450927,468.385
47.3843441,8.5450927,468.385
47.3843441,8.5450927,468.385
47.3843441,8.5450927,468.385
47.3843435,8.5450916,468.25
47.3843435,8.5450916,468.25
47.3843435,8.5450916,468.25
47.3843435,8.5450916,468.25
47.3843435,8.5450916,468.25
47.3843435,8.5450916,468.25
47.3843422,8.5450897,468.378
47.3843422,8.5450897,468.378
47.3843422,8.5450897,468.378
47.3843422,8.5450897,468.378
47.3843422,8.5450897,468.378
47.3843422,8.5450897,468.378
47.3843413,8.5450883,468.389
47.3843413,8.5450883,468.389
47.3843413,8.5450883,468.389
47.3843413,8.5450883,468.389
47.3843413,8.5450883,468.389
47.3843413,8.5450883,468.389
47.3843396,8.5450868,468.484
47.3843396,8.5450868,468.484
47.3843396,8.5450868,468.484
47.3843396,8.5450868,468.484
47.3843396,8.5450868,468.484
47.3843396,8.5450868,468.484
47.3843384,8.545086,468.545
47.3843384,8.545086,468.545
47.3843384,8.545086,468.545
47.3843384,8.545086,468.545
47.3843384,8.545086,468.545
47.3843384,8.545086,468.545
47.3843376,8.5450866,468.519
47.3843376,8.5450866,468.519
47.3843376,8.5450866,468.519
